Date,Region,Category,Revenue,Cost,Profit
2025-05-07,North,Office Supplies,10443,6745.76,3697.24
2025-05-07,South,Electronics,15878,11363.35,4514.65
2025-05-07,South,Furniture,19820,11500.68,8319.32
2025-05-07,South,Office Supplies,15651,10758.43,4892.57
2025-05-07,East,Electronics,18424,10460.26,7963.74
2025-05-07,East,Furniture,16641,10488.33,6152.67
2025-05-07,East,Office Supplies,19376,15218.52,4157.48
2025-05-07,West,Electronics,10054,7153.66,2900.34
2025-05-07,West,Furniture,5201,3331.14,1869.86
2025-05-07,West,Office Supplies,15058,10535.68,4522.32
2025-05-08,North,Electronics,14101,9997.95,4103.05
2025-05-08,North,Furniture,16381,9483.52,6897.48
2025-05-08,North,Office Supplies,12718,9772.82,2945.18
2025-05-08,South,Electronics,8155,5785.72,2369.28
2025-05-08,South,Furniture,17916,13895.89,4020.11
2025-05-08,South,Office Supplies,18989,14379.5,4609.5
2025-05-08,East,Electronics,16613,9727.48,6885.52
2025-05-08,East,Furniture,18392,13310.67,5081.33
2025-05-08,East,Office Supplies,17555,10950.11,6604.89
2025-05-08,West,Electronics,6856,3915.45,2940.55
2025-05-08,West,Furniture,6998,3925.42,3072.58
2025-05-08,West,Office Supplies,14428,10849.94,3578.06
2025-05-09,North,Electronics,14342,9118.53,5223.47
2025-05-09,North,Furniture,12446,9386.53,3059.47
2025-05-09,North,Office Supplies,12461,9487.82,2973.18
2025-05-09,South,Electronics,18749,14304.74,4444.26
2025-05-09,South,Furniture,11563,8305.03,3257.97
2025-05-09,South,Office Supplies,13566,9301.31,4264.69
2025-05-09,East,Electronics,15213,11367.86,3845.14
2025-05-09,East,Furniture,8259,5009.66,3249.34
2025-05-09,East,Office Supplies,6823,5155.5,1667.5
2025-05-09,West,Electronics,18467,12831.18,5635.82
2025-05-09,West,Furniture,10160,6682.7,3477.3
2025-05-09,West,Office Supplies,5359,4139.36,1219.64
2025-05-10,North,Electronics,15233,9787.4,5445.6
2025-05-10,North,Furniture,6141,4460.8,1680.2
2025-05-10,North,Office Supplies,9000,6133.08,2866.92
2025-05-10,South,Electronics,8361,4947.33,3413.67
2025-05-10,South,Furniture,16172,11505.33,4666.67
2025-05-10,South,Office Supplies,11564,8933.47,2630.53
2025-05-10,East,Electronics,16456,12945.3,3510.7
2025-05-10,East,Furniture,10906,6067.68,4838.32
2025-05-10,East,Office Supplies,12611,8130.66,4480.34
2025-05-10,West,Electronics,6442,4091.64,2350.36
2025-05-10,West,Furniture,18790,14053.61,4736.39
2025-05-10,West,Office Supplies,19730,12386.58,7343.42
2025-05-11,North,Electronics,6829,5202.23,1626.77
2025-05-11,North,Furniture,18703,11991.4,6711.6
2025-05-11,North,Office Supplies,8699,6046.29,2652.71
2025-05-11,South,Electronics,18120,10442.82,7677.18
2025-05-11,South,Furniture,10744,6286.73,4457.27
2025-05-11,South,Office Supplies,11980,7273.32,4706.68
2025-05-11,East,Electronics,8415,5691.6,2723.4
2025-05-11,East,Furniture,11218,6550.72,4667.28
2025-05-11,East,Office Supplies,12833,7183.26,5649.74
2025-05-11,West,Electronics,19325,15100.74,4224.26
2025-05-11,West,Furniture,14449,9375.36,5073.64
2025-05-11,West,Office Supplies,7309,5401.74,1907.26
2025-05-12,North,Electronics,5910,3971.3,1938.7
2025-05-12,North,Furniture,9009,6982.16,2026.84
2025-05-12,North,Office Supplies,7172,4608.72,2563.28
2025-05-12,South,Electronics,13315,8368.37,4946.63
2025-05-12,South,Furniture,16350,10807.87,5542.13
2025-05-12,South,Office Supplies,5785,4377.38,1407.62
2025-05-12,East,Electronics,7416,4242.33,3173.67
2025-05-12,East,Furniture,9154,7234.26,1919.74
2025-05-12,East,Office Supplies,10619,5922.58,4696.42
2025-05-12,West,Electronics,8807,5593.3,3213.7
2025-05-12,West,Furniture,17355,13797.7,3557.3
2025-05-12,West,Office Supplies,7352,5021.89,2330.11
2025-05-13,North,Electronics,13556,10037.89,3518.11
2025-05-13,North,Furniture,10498,7974.67,2523.33
2025-05-13,North,Office Supplies,18865,14275.22,4589.78
2025-05-13,South,Electronics,16372,9801.2,6570.8
2025-05-13,South,Furniture,5340,3394.17,1945.83
2025-05-13,South,Office Supplies,18291,11134.82,7156.18
2025-05-13,East,Electronics,5138,3542.28,1595.72
2025-05-13,East,Furniture,14714,8700.54,6013.46
2025-05-13,East,Office Supplies,19270,11269.08,8000.92
2025-05-13,West,Electronics,11626,6831.79,4794.21
2025-05-13,West,Furniture,15378,9254.9,6123.1
2025-05-13,West,Office Supplies,11652,9303.68,2348.32
2025-05-14,North,Electronics,8835,5522.96,3312.04
2025-05-14,North,Furniture,14429,9989.84,4439.16
2025-05-14,North,Office Supplies,11905,7921.13,3983.87
2025-05-14,South,Electronics,14190,9206.25,4983.75
2025-05-14,South,Furniture,6307,4813.12,1493.88
2025-05-14,South,Office Supplies,7660,5252.89,2407.11
2025-05-14,East,Electronics,8730,5090.4,3639.6
2025-05-14,East,Furniture,8162,6344.84,1817.16
2025-05-14,East,Office Supplies,13458,8591.12,4866.88
2025-05-14,West,Electronics,8630,6623.46,2006.54
2025-05-14,West,Furniture,16924,12463.93,4460.07
2025-05-14,West,Office Supplies,14702,8544.88,6157.12
2025-05-15,North,Electronics,14168,10203.64,3964.36
2025-05-15,North,Furniture,6960,5354.14,1605.86
2025-05-15,North,Office Supplies,18893,11093.95,7799.05
2025-05-15,South,Electronics,15386,10435.18,4950.82
2025-05-15,South,Furniture,15859,10639.04,5219.96
2025-05-15,South,Office Supplies,18151,12215.31,5935.69
2025-05-15,East,Electronics,17982,11577.4,6404.6
2025-05-15,East,Furniture,12269,8350.42,3918.58
2025-05-15,East,Office Supplies,13125,9718.4,3406.6
2025-05-15,West,Electronics,9494,6659.46,2834.54
2025-05-15,West,Furniture,17991,12109.41,5881.59
2025-05-15,West,Office Supplies,8825,6454.86,2370.14
2025-05-16,North,Electronics,11068,8801.11,2266.89
2025-05-16,North,Furniture,17369,11478.55,5890.45
2025-05-16,North,Office Supplies,10806,8008.67,2797.33
2025-05-16,South,Electronics,7819,5877.13,1941.87
2025-05-16,South,Furniture,9258,5555.9,3702.1
2025-05-16,South,Office Supplies,6863,5239.84,1623.16
2025-05-16,East,Electronics,13016,9242.01,3773.99
2025-05-16,East,Furniture,8935,5451.2,3483.8
2025-05-16,East,Office Supplies,12742,9822.38,2919.62
2025-05-16,West,Electronics,7490,4177.15,3312.85
2025-05-16,West,Furniture,14134,9987.76,4146.24
2025-05-16,West,Office Supplies,15526,11388.44,4137.56
2025-05-17,North,Electronics,6137,4106.95,2030.05
2025-05-17,North,Furniture,8420,4695.31,3724.69
2025-05-17,North,Office Supplies,8906,6440.22,2465.78
2025-05-17,South,Electronics,10929,7739.22,3189.78
2025-05-17,South,Furniture,5276,3374.95,1901.05
2025-05-17,South,Office Supplies,11337,7180.31,4156.69
2025-05-17,East,Electronics,5695,3884.81,1810.19
2025-05-17,East,Furniture,12901,7124.14,5776.86
2025-05-17,East,Office Supplies,17306,10386.42,6919.58
2025-05-17,West,Electronics,7841,5936.56,1904.44
2025-05-17,West,Furniture,16590,9134.11,7455.89
2025-05-17,West,Office Supplies,17866,13121.99,4744.01
2025-05-18,North,Electronics,5024,3558.13,1465.87
2025-05-18,North,Furniture,16150,9459.26,6690.74
2025-05-18,North,Office Supplies,14959,11731.94,3227.06
2025-05-18,South,Electronics,7235,5170.39,2064.61
2025-05-18,South,Furniture,16390,12638.43,3751.57
2025-05-18,South,Office Supplies,17834,12544.45,5289.55
2025-05-18,East,Electronics,8175,5311.91,2863.09
2025-05-18,East,Furniture,9897,5635.47,4261.53
2025-05-18,East,Office Supplies,12427,8099.63,4327.37
2025-05-18,West,Electronics,6381,3997.92,2383.08
2025-05-18,West,Furniture,8655,5000.42,3654.58
2025-05-18,West,Office Supplies,5187,3601.13,1585.87
2025-05-19,North,Electronics,15207,8638.78,6568.22
2025-05-19,North,Furniture,16836,9684.66,7151.34
2025-05-19,North,Office Supplies,13549,8466.65,5082.35
2025-05-19,South,Electronics,10776,7275.48,3500.52
2025-05-19,South,Furniture,12913,7884.13,5028.87
2025-05-19,South,Office Supplies,12355,7243.73,5111.27
2025-05-19,East,Electronics,6497,4227.72,2269.28
2025-05-19,East,Furniture,15350,9252.64,6097.36
2025-05-19,East,Office Supplies,10409,6456.19,3952.81
2025-05-19,West,Electronics,7951,4954.5,2996.5
2025-05-19,West,Furniture,9727,6334.96,3392.04
2025-05-19,West,Office Supplies,14242,7911.53,6330.47
2025-05-20,North,Electronics,12398,8295.62,4102.38
2025-05-20,North,Furniture,7368,5063.62,2304.38
2025-05-20,North,Office Supplies,10789,8574.51,2214.49
2025-05-20,South,Electronics,6556,3957.58,2598.42
2025-05-20,South,Furniture,17050,12138.82,4911.18
2025-05-20,South,Office Supplies,19366,14953.74,4412.26
2025-05-20,East,Electronics,12190,9346.48,2843.52
2025-05-20,East,Furniture,12241,8525.44,3715.56
2025-05-20,East,Office Supplies,10575,7282.63,3292.37
2025-05-20,West,Electronics,13851,9981.78,3869.22
2025-05-20,West,Furniture,11555,7033.11,4521.89
2025-05-20,West,Office Supplies,13244,9946.11,3297.89
2025-05-21,North,Electronics,18333,12664.84,5668.16
2025-05-21,North,Furniture,7307,4279.85,3027.15
2025-05-21,North,Office Supplies,10590,7732.43,2857.57
2025-05-21,South,Electronics,14227,9591.47,4635.53
2025-05-21,South,Furniture,17237,13281.07,3955.93
2025-05-21,South,Office Supplies,12927,9144.42,3782.58
2025-05-21,East,Electronics,18386,11360.47,7025.53
2025-05-21,East,Furniture,12758,7344.62,5413.38
2025-05-21,East,Office Supplies,14456,9798.02,4657.98
2025-05-21,West,Electronics,6809,4215.06,2593.94
2025-05-21,West,Furniture,15533,12021.48,3511.52
2025-05-21,West,Office Supplies,18399,13980.2,4418.8
2025-05-22,North,Electronics,11056,7021.58,4034.42
2025-05-22,North,Furniture,14080,8035.16,6044.84
2025-05-22,North,Office Supplies,13859,7975.48,5883.52
2025-05-22,South,Electronics,7624,4440.85,3183.15
2025-05-22,South,Furniture,9232,7022.58,2209.42
2025-05-22,South,Office Supplies,9523,6598.98,2924.02
2025-05-22,East,Electronics,14010,9224.95,4785.05
2025-05-22,East,Furniture,7224,4654.63,2569.37
2025-05-22,East,Office Supplies,11091,7972.04,3118.96
2025-05-22,West,Electronics,15640,11288.25,4351.75
2025-05-22,West,Furniture,11361,7852.24,3508.76
2025-05-22,West,Office Supplies,17091,12103.47,4987.53
2025-05-23,North,Electronics,19967,14355.51,5611.49
2025-05-23,North,Furniture,11318,6697.29,4620.71
2025-05-23,North,Office Supplies,17180,13209.32,3970.68
2025-05-23,South,Electronics,18412,14573.32,3838.68
2025-05-23,South,Furniture,13043,7596.25,5446.75
2025-05-23,South,Office Supplies,16715,12128.99,4586.01
2025-05-23,East,Electronics,14821,9148.14,5672.86
2025-05-23,East,Furniture,12122,8589.47,3532.53
2025-05-23,East,Office Supplies,6316,3549.89,2766.11
2025-05-23,West,Electronics,6124,4131.51,1992.49
2025-05-23,West,Furniture,7587,5815.09,1771.91
2025-05-23,West,Office Supplies,6378,4237.7,2140.3
2025-05-24,North,Electronics,10777,7636.65,3140.35
2025-05-24,North,Furniture,13418,8620.44,4797.56
2025-05-24,North,Office Supplies,14083,10769.82,3313.18
2025-05-24,South,Electronics,18324,11986.21,6337.79
2025-05-24,South,Furniture,13588,8885.86,4702.14
2025-05-24,South,Office Supplies,17936,12812.37,5123.63
2025-05-24,East,Electronics,18770,13751.35,5018.65
2025-05-24,East,Furniture,7005,4230.57,2774.43
2025-05-24,East,Office Supplies,15860,11712.7,4147.3
2025-05-24,West,Electronics,6772,4224.55,2547.45
2025-05-24,West,Furniture,6751,5284.02,1466.98
2025-05-24,West,Office Supplies,19115,14042.82,5072.18
2025-05-25,North,Electronics,18339,14554.71,3784.29
2025-05-25,North,Furniture,14131,9167.95,4963.05
2025-05-25,North,Office Supplies,19823,13222.7,6600.3
2025-05-25,South,Electronics,10184,7867.69,2316.31
2025-05-25,South,Furniture,16515,9260.81,7254.19
2025-05-25,South,Office Supplies,6548,3696.5,2851.5
2025-05-25,East,Electronics,9213,6868.33,2344.67
2025-05-25,East,Furniture,11708,7222.64,4485.36
2025-05-25,East,Office Supplies,7100,5126.28,1973.72
2025-05-25,West,Electronics,16788,10824.46,5963.54
2025-05-25,West,Furniture,6815,5176.44,1638.56
2025-05-25,West,Office Supplies,13016,7563.49,5452.51
2025-05-26,North,Electronics,5674,3819.83,1854.17
2025-05-26,North,Furniture,7158,4527.87,2630.13
2025-05-26,North,Office Supplies,17043,11909.36,5133.64
2025-05-26,South,Electronics,12703,9288.61,3414.39
2025-05-26,South,Furniture,19744,15615.03,4128.97
2025-05-26,South,Office Supplies,8259,5363.49,2895.51
2025-05-26,East,Electronics,17096,10735.71,6360.29
2025-05-26,East,Furniture,8227,5074.52,3152.48
2025-05-26,East,Office Supplies,15704,10683.81,5020.19
2025-05-26,West,Electronics,7745,5919.37,1825.63
2025-05-26,West,Furniture,16956,9649.6,7306.4
2025-05-26,West,Office Supplies,7222,5429.42,1792.58
2025-05-27,North,Electronics,14889,8865.43,6023.57
2025-05-27,North,Furniture,16654,9232.78,7421.22
2025-05-27,North,Office Supplies,6524,4145.68,2378.32
2025-05-27,South,Electronics,11198,7608.93,3589.07
2025-05-27,South,Furniture,7803,5543.76,2259.24
2025-05-27,South,Office Supplies,11155,6139.02,5015.98
2025-05-27,East,Electronics,19890,14236.3,5653.7
2025-05-27,East,Furniture,5972,4739.07,1232.93
2025-05-27,East,Office Supplies,19958,14347.71,5610.29
2025-05-27,West,Electronics,7207,5582.83,1624.17
2025-05-27,West,Furniture,17512,12285.31,5226.69
2025-05-27,West,Office Supplies,16767,11141.65,5625.35
2025-05-28,North,Electronics,16477,9689.83,6787.17
2025-05-28,North,Furniture,17903,10140.68,7762.32
2025-05-28,North,Office Supplies,13680,10729.83,2950.17
2025-05-28,South,Electronics,10345,6941.69,3403.31
2025-05-28,South,Furniture,6102,3447.2,2654.8
2025-05-28,South,Office Supplies,14433,10038.9,4394.1
2025-05-28,East,Electronics,10223,8032.02,2190.98
2025-05-28,East,Furniture,16908,11542.83,5365.17
2025-05-28,East,Office Supplies,14171,9723.01,4447.99
2025-05-28,West,Electronics,17063,9707.16,7355.84
2025-05-28,West,Furniture,5232,3145.72,2086.28
2025-05-28,West,Office Supplies,18401,11021.43,7379.57
2025-05-29,North,Electronics,15601,12075.47,3525.53
2025-05-29,North,Furniture,18705,11761.46,6943.54
2025-05-29,North,Office Supplies,11410,9075.67,2334.33
2025-05-29,South,Electronics,11599,8223.56,3375.44
2025-05-29,South,Furniture,10102,5969.98,4132.02
2025-05-29,South,Office Supplies,6994,4301.14,2692.86
2025-05-29,East,Electronics,6072,4777.75,1294.25
2025-05-29,East,Furniture,16365,10189.28,6175.72
2025-05-29,East,Office Supplies,14915,10212.35,4702.65
2025-05-29,West,Electronics,13350,9704.52,3645.48
2025-05-29,West,Furniture,8313,6006.34,2306.66
2025-05-29,West,Office Supplies,15244,10279.46,4964.54
2025-05-30,North,Electronics,19696,13037.14,6658.86
2025-05-30,North,Furniture,10685,6987.03,3697.97
2025-05-30,North,Office Supplies,15661,10687.3,4973.7
2025-05-30,South,Electronics,19350,12356.27,6993.73
2025-05-30,South,Furniture,10241,7372.55,2868.45
2025-05-30,South,Office Supplies,15692,11066.42,4625.58
2025-05-30,East,Electronics,16837,12657.07,4179.93
2025-05-30,East,Furniture,11353,7796.27,3556.73
2025-05-30,East,Office Supplies,15541,10229.15,5311.85
2025-05-30,West,Electronics,6757,4663.81,2093.19
2025-05-30,West,Furniture,10637,7035.16,3601.84
2025-05-30,West,Office Supplies,16691,12925.82,3765.18
2025-05-31,North,Electronics,13811,10508.96,3302.04
2025-05-31,North,Furniture,17015,13590.65,3424.35
2025-05-31,North,Office Supplies,19385,14799.41,4585.59
2025-05-31,South,Electronics,18979,13565.78,5413.22
2025-05-31,South,Furniture,16944,10153.38,6790.62
2025-05-31,South,Office Supplies,15082,10173.7,4908.3
2025-05-31,East,Electronics,7743,5636.37,2106.63
2025-05-31,East,Furniture,15685,10860.06,4824.94
2025-05-31,East,Office Supplies,10258,6818.91,3439.09
2025-05-31,West,Electronics,19609,13694.73,5914.27
2025-05-31,West,Furniture,19646,11856.15,7789.85
2025-05-31,West,Office Supplies,15193,12082.91,3110.09
2025-06-01,North,Electronics,14475,10962.61,3512.39
2025-06-01,North,Furniture,13988,10868.32,3119.68
2025-06-01,North,Office Supplies,16617,12040.31,4576.69
2025-06-01,South,Electronics,19122,13009.94,6112.06
2025-06-01,South,Furniture,11593,9178.91,2414.09
2025-06-01,South,Office Supplies,13711,8095.22,5615.78
2025-06-01,East,Electronics,13199,9810.45,3388.55
2025-06-01,East,Furniture,15211,9306.62,5904.38
2025-06-01,East,Office Supplies,11976,7958.75,4017.25
2025-06-01,West,Electronics,19928,11770.97,8157.03
2025-06-01,West,Furniture,16863,12493.71,4369.29
2025-06-01,West,Office Supplies,11236,7581.2,3654.8
2025-06-02,North,Electronics,17424,13222.24,4201.76
2025-06-02,North,Furniture,8619,5509.76,3109.24
2025-06-02,North,Office Supplies,8583,5905.08,2677.92
2025-06-02,South,Electronics,8326,5899.73,2426.27
2025-06-02,South,Furniture,19039,14317.71,4721.29
2025-06-02,South,Office Supplies,9967,7594.96,2372.04
2025-06-02,East,Electronics,15695,11803.72,3891.28
2025-06-02,East,Furniture,16029,10533.87,5495.13
2025-06-02,East,Office Supplies,16128,10494.35,5633.65
2025-06-02,West,Electronics,8947,6402.55,2544.45
2025-06-02,West,Furniture,17297,13411.16,3885.84
2025-06-02,West,Office Supplies,14653,9516.53,5136.47
2025-06-03,North,Electronics,13858,10929.97,2928.03
2025-06-03,North,Furniture,7176,4027.37,3148.63
2025-06-03,North,Office Supplies,15844,10621.62,5222.38
2025-06-03,South,Electronics,17098,11081.46,6016.54
2025-06-03,South,Furniture,5628,3141.29,2486.71
2025-06-03,South,Office Supplies,12778,10065.64,2712.36
2025-06-03,East,Electronics,8674,5368.23,3305.77
2025-06-03,East,Furniture,9369,7477.5,1891.5
2025-06-03,East,Office Supplies,9956,6879.78,3076.22
2025-06-03,West,Electronics,8162,5337.14,2824.86
2025-06-03,West,Furniture,8008,4885.68,3122.32
2025-06-03,West,Office Supplies,13345,10403.23,2941.77
2025-06-04,North,Electronics,8699,4844.3,3854.7
2025-06-04,North,Furniture,17602,10652.96,6949.04
2025-06-04,North,Office Supplies,9200,5586.0,3614.0
2025-06-04,South,Electronics,14408,8555.55,5852.45
2025-06-04,South,Furniture,15593,11225.21,4367.79
2025-06-04,South,Office Supplies,15152,11933.94,3218.06
2025-06-04,East,Electronics,17996,13133.3,4862.7
2025-06-04,East,Furniture,7871,5470.52,2400.48
2025-06-04,East,Office Supplies,11242,7100.27,4141.73
2025-06-04,West,Electronics,17146,10641.22,6504.78
2025-06-04,West,Furniture,5699,3747.24,1951.76
2025-06-04,West,Office Supplies,15230,11980.13,3249.87
2025-06-05,North,Electronics,17839,11599.55,6239.45
2025-06-05,North,Furniture,9557,7120.84,2436.16
2025-06-05,North,Office Supplies,14065,10861.3,3203.7
2025-06-05,South,Electronics,15867,9537.9,6329.1
2025-06-05,South,Furniture,17167,10240.7,6926.3
2025-06-05,South,Office Supplies,16410,11461.57,4948.43
2025-06-05,East,Electronics,18869,11354.78,7514.22
2025-06-05,East,Furniture,16768,10749.77,6018.23
2025-06-05,East,Office Supplies,19201,15076.55,4124.45
2025-06-05,West,Electronics,7468,4966.22,2501.78
2025-06-05,West,Furniture,14582,10976.16,3605.84
2025-06-05,West,Office Supplies,17327,9736.22,7590.78
2025-06-06,North,Electronics,18281,13591.49,4689.51
2025-06-06,North,Furniture,15775,11258.03,4516.97
2025-06-06,North,Office Supplies,17098,11608.09,5489.91
2025-06-06,South,Electronics,15672,10731.77,4940.23
2025-06-06,South,Furniture,12415,7728.43,4686.57
2025-06-06,South,Office Supplies,16116,9015.17,7100.83
2025-06-06,East,Electronics,13445,9232.35,4212.65
2025-06-06,East,Furniture,9776,5376.83,4399.17
2025-06-06,East,Office Supplies,8832,4993.02,3838.98
2025-06-06,West,Electronics,10445,5887.41,4557.59
2025-06-06,West,Furniture,14865,8921.08,5943.92
2025-06-06,West,Office Supplies,18926,11848.62,7077.38
2025-06-07,North,Electronics,16580,10932.36,5647.64
2025-06-07,North,Furniture,13575,7471.25,6103.75
2025-06-07,North,Office Supplies,10934,6536.12,4397.88
2025-06-07,South,Electronics,18131,10988.72,7142.28
2025-06-07,South,Furniture,18822,13366.61,5455.39
2025-06-07,South,Office Supplies,8240,6279.76,1960.24
2025-06-07,East,Electronics,16606,11664.18,4941.82
2025-06-07,East,Furniture,16805,10609.4,6195.6
2025-06-07,East,Office Supplies,11680,7162.22,4517.78
2025-06-07,West,Electronics,5205,3025.87,2179.13
2025-06-07,West,Furniture,9591,7437.68,2153.32
2025-06-07,West,Office Supplies,19197,12505.65,6691.35
2025-06-08,North,Electronics,16791,12401.2,4389.8
2025-06-08,North,Furniture,17500,11998.31,5501.69
2025-06-08,North,Office Supplies,6991,5000.34,1990.66
2025-06-08,South,Electronics,16834,11003.0,5831.0
2025-06-08,South,Furniture,8273,4592.9,3680.1
2025-06-08,South,Office Supplies,19497,14528.34,4968.66
2025-06-08,East,Electronics,13712,8463.21,5248.79
2025-06-08,East,Furniture,8551,4793.74,3757.26
2025-06-08,East,Office Supplies,15744,10082.89,5661.11
2025-06-08,West,Electronics,10679,6665.19,4013.81
2025-06-08,West,Furniture,5152,3000.96,2151.04
2025-06-08,West,Office Supplies,16108,9272.23,6835.77
2025-06-09,North,Electronics,19144,13920.03,5223.97
2025-06-09,North,Furniture,7610,4888.06,2721.94
2025-06-09,North,Office Supplies,15728,10415.14,5312.86
2025-06-09,South,Electronics,12361,8953.1,3407.9
2025-06-09,South,Furniture,12263,7045.81,5217.19
2025-06-09,South,Office Supplies,12365,9647.77,2717.23
2025-06-09,East,Electronics,5406,3142.41,2263.59
2025-06-09,East,Furniture,5508,4215.95,1292.05
2025-06-09,East,Office Supplies,8664,4832.04,3831.96
2025-06-09,West,Electronics,5680,3401.24,2278.76
2025-06-09,West,Furniture,10260,6190.35,4069.65
2025-06-09,West,Office Supplies,6363,5056.24,1306.76
2025-06-10,North,Electronics,6538,3790.2,2747.8
2025-06-10,North,Furniture,13752,10063.22,3688.78
2025-06-10,North,Office Supplies,5174,3408.79,1765.21
2025-06-10,South,Electronics,9287,6260.04,3026.96
2025-06-10,South,Furniture,12106,8118.59,3987.41
2025-06-10,South,Office Supplies,8171,6100.07,2070.93
2025-06-10,East,Electronics,6151,4777.13,1373.87
2025-06-10,East,Furniture,13560,7543.41,6016.59
2025-06-10,East,Office Supplies,6907,4013.63,2893.37
2025-06-10,West,Electronics,9173,6658.91,2514.09
2025-06-10,West,Furniture,6293,4787.84,1505.16
2025-06-10,West,Office Supplies,18046,10985.38,7060.62
2025-06-11,North,Electronics,16578,11194.66,5383.34
2025-06-11,North,Furniture,9997,6864.02,3132.98
2025-06-11,North,Office Supplies,13112,8984.13,4127.87
2025-06-11,South,Electronics,7240,4540.99,2699.01
2025-06-11,South,Furniture,16599,12709.19,3889.81
2025-06-11,South,Office Supplies,17812,14078.22,3733.78
2025-06-11,East,Electronics,13125,9032.32,4092.68
2025-06-11,East,Furniture,7763,4709.67,3053.33
2025-06-11,East,Office Supplies,6481,4874.99,1606.01
2025-06-11,West,Electronics,12262,7693.75,4568.25
2025-06-11,West,Furniture,16414,10326.66,6087.34
2025-06-11,West,Office Supplies,8093,5812.2,2280.8
2025-06-12,North,Electronics,9068,5148.11,3919.89
2025-06-12,North,Furniture,8277,5845.37,2431.63
2025-06-12,North,Office Supplies,17738,13528.24,4209.76
2025-06-12,South,Electronics,16254,12621.58,3632.42
2025-06-12,South,Furniture,18521,11332.58,7188.42
2025-06-12,South,Office Supplies,12291,7334.39,4956.61
2025-06-12,East,Electronics,10131,6300.55,3830.45
2025-06-12,East,Furniture,15570,9308.63,6261.37
2025-06-12,East,Office Supplies,5139,3624.66,1514.34
2025-06-12,West,Electronics,8168,5371.56,2796.44
2025-06-12,West,Furniture,11043,7190.45,3852.55
2025-06-12,West,Office Supplies,11261,6889.29,4371.71
2025-06-13,North,Electronics,8104,5036.15,3067.85
2025-06-13,North,Furniture,8951,5669.26,3281.74
2025-06-13,North,Office Supplies,9821,6217.81,3603.19
2025-06-13,South,Electronics,14665,8818.8,5846.2
2025-06-13,South,Furniture,12846,10098.4,2747.6
2025-06-13,South,Office Supplies,18452,13769.17,4682.83
2025-06-13,East,Electronics,7438,5266.63,2171.37
2025-06-13,East,Furniture,14741,10985.72,3755.28
2025-06-13,East,Office Supplies,13319,9825.89,3493.11
2025-06-13,West,Electronics,9855,7860.25,1994.75
2025-06-13,West,Furniture,10911,6754.78,4156.22
2025-06-13,West,Office Supplies,7761,6043.36,1717.64
2025-06-14,North,Electronics,14607,8280.35,6326.65
2025-06-14,North,Furniture,10788,8568.65,2219.35
2025-06-14,North,Office Supplies,15561,12334.72,3226.28
2025-06-14,South,Electronics,18636,14810.76,3825.24
2025-06-14,South,Furniture,17968,13196.98,4771.02
2025-06-14,South,Office Supplies,16737,11641.35,5095.65
2025-06-14,East,Electronics,19256,12258.97,6997.03
2025-06-14,East,Furniture,16467,9361.66,7105.34
2025-06-14,East,Office Supplies,15626,9396.43,6229.57
2025-06-14,West,Electronics,19114,11795.89,7318.11
2025-06-14,West,Furniture,10755,7393.0,3362.0
2025-06-14,West,Office Supplies,11309,8958.25,2350.75
2025-06-15,North,Electronics,19250,13452.67,5797.33
2025-06-15,North,Furniture,17506,9959.09,7546.91
2025-06-15,North,Office Supplies,19565,11094.99,8470.01
2025-06-15,South,Electronics,7600,4354.93,3245.07
2025-06-15,South,Furniture,17690,12487.59,5202.41
2025-06-15,South,Office Supplies,15606,10742.31,4863.69
2025-06-15,East,Electronics,7849,5697.97,2151.03
2025-06-15,East,Furniture,18445,11301.68,7143.32
2025-06-15,East,Office Supplies,8849,5863.98,2985.02
2025-06-15,West,Electronics,12519,8794.62,3724.38
2025-06-15,West,Furniture,18032,12287.71,5744.29
2025-06-15,West,Office Supplies,10178,7118.67,3059.33
2025-06-16,North,Electronics,17700,10505.31,7194.69
2025-06-16,North,Furniture,7642,4405.43,3236.57
2025-06-16,North,Office Supplies,11409,8021.26,3387.74
2025-06-16,South,Electronics,9757,7656.95,2100.05
2025-06-16,South,Furniture,16156,9704.23,6451.77
2025-06-16,South,Office Supplies,6813,4812.03,2000.97
2025-06-16,East,Electronics,7461,5372.13,2088.87
2025-06-16,East,Furniture,13475,9525.1,3949.9
2025-06-16,East,Office Supplies,9396,6537.09,2858.91
2025-06-16,West,Electronics,5816,3986.85,1829.15
2025-06-16,West,Furniture,5082,4011.71,1070.29
2025-06-16,West,Office Supplies,16683,12202.47,4480.53
2025-06-17,North,Electronics,7093,4235.48,2857.52
2025-06-17,North,Furniture,12967,7827.75,5139.25
2025-06-17,North,Office Supplies,10285,5918.74,4366.26
2025-06-17,South,Electronics,5369,3950.01,1418.99
2025-06-17,South,Furniture,17977,10303.63,7673.37
2025-06-17,South,Office Supplies,12674,7237.81,5436.19
2025-06-17,East,Electronics,18720,12327.22,6392.78
2025-06-17,East,Furniture,16534,12471.81,4062.19
2025-06-17,East,Office Supplies,7426,5427.38,1998.62
2025-06-17,West,Electronics,13089,10458.97,2630.03
2025-06-17,West,Furniture,5859,4120.77,1738.23
2025-06-17,West,Office Supplies,7424,5327.97,2096.03
2025-06-18,North,Electronics,9017,6569.0,2448.0
2025-06-18,North,Furniture,16943,12088.81,4854.19
2025-06-18,North,Office Supplies,15996,12306.8,3689.2
